,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
1466,C,A,O,1,2,1,2,2,1,2,moderate flares,0
1467,D,S,O,1,1,1,2,2,1,2,moderate flares,0
1468,H,S,X,1,3,1,2,2,1,2,moderate flares,0
1469,D,K,I,1,3,1,2,2,1,2,moderate flares,0
1470,H,R,X,1,2,1,1,2,1,2,moderate flares,0
1471,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1472,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1473,C,S,O,1,1,1,2,2,1,2,moderate flares,0
1474,D,K,C,2,2,3,2,2,1,2,moderate flares,0
1475,D,A,I,1,2,1,2,2,1,2,moderate flares,0
1476,C,S,O,2,2,1,2,2,1,1,moderate flares,0
1477,C,S,O,1,2,1,2,2,1,2,moderate flares,0
1478,C,S,O,1,2,1,2,2,1,2,moderate flares,0
1479,C,S,O,2,3,1,2,2,1,2,moderate flares,0
1480,D,K,I,1,3,1,2,2,1,2,moderate flares,10
1481,H,R,X,1,2,1,1,2,1,2,moderate flares,0
1482,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1483,C,S,O,1,2,1,1,2,1,2,moderate flares,0
1484,C,K,O,1,2,3,2,2,1,2,moderate flares,0
1485,C,S,O,1,1,3,2,2,1,2,moderate flares,0
1486,C,S,O,1,1,1,2,2,1,2,moderate flares,0
1487,C,K,I,1,3,1,2,2,1,2,moderate flares,0
1488,E,A,C,1,3,1,2,2,1,2,moderate flares,0
1489,H,R,X,1,2,1,1,2,1,2,moderate flares,0
1490,H,S,X,1,2,1,1,1,1,2,moderate flares,0
1491,H,R,X,1,2,1,1,2,1,2,moderate flares,0
1492,H,S,X,2,2,1,1,2,1,2,moderate flares,0
1493,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1494,C,S,I,1,2,1,2,2,1,2,moderate flares,0
1495,H,S,X,1,1,1,2,2,1,2,moderate flares,0
1496,D,K,C,1,3,3,2,2,1,2,moderate flares,10
1497,D,A,I,2,2,3,2,2,1,2,moderate flares,0
1498,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1499,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1500,C,S,I,2,3,3,1,2,1,1,moderate flares,10
1501,C,S,O,1,1,1,1,2,1,2,moderate flares,10
1502,H,K,X,2,2,3,2,2,1,2,moderate flares,0
1503,D,K,I,1,3,1,2,2,1,2,moderate flares,0
1504,H,A,X,1,3,1,1,2,1,2,moderate flares,0
1505,C,R,O,1,1,1,1,2,1,2,moderate flares,0
1506,C,R,O,1,3,1,1,2,1,2,moderate flares,0
1507,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1508,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1509,H,K,X,1,3,1,2,2,1,2,moderate flares,0
1510,C,K,I,1,3,1,2,2,1,2,moderate flares,0
1511,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1512,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1513,C,R,I,2,3,3,1,2,1,2,moderate flares,0
1514,H,R,X,1,2,3,1,2,1,2,moderate flares,0
1515,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1516,D,R,O,1,3,1,1,2,1,2,moderate flares,0
1517,H,K,X,1,2,1,2,2,1,2,moderate flares,0
1518,D,K,I,1,2,1,2,2,1,2,moderate flares,0
1519,H,H,X,1,3,1,1,2,1,2,moderate flares,0
1520,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1521,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1522,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1523,D,R,O,2,2,1,1,2,1,2,moderate flares,0
1524,H,A,X,1,3,1,2,2,1,2,moderate flares,0
1525,C,K,O,1,2,1,2,2,1,2,moderate flares,0
1526,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1527,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1528,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1529,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1530,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1531,C,A,O,1,3,1,2,2,1,2,moderate flares,0
1532,C,K,I,1,2,1,2,2,1,2,moderate flares,0
1533,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1534,D,S,I,1,3,1,1,2,1,1,moderate flares,0
1535,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1536,B,X,O,2,2,1,1,2,1,1,moderate flares,0
1537,H,S,X,1,2,1,1,1,1,2,moderate flares,0
1538,H,A,X,1,3,1,1,2,1,2,moderate flares,0
1539,C,K,I,1,3,1,2,2,1,2,moderate flares,40
1540,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1541,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1542,C,S,O,1,3,1,1,2,1,2,moderate flares,10
1543,C,A,I,1,3,1,1,2,1,2,moderate flares,0
1544,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1545,D,S,O,1,3,1,1,2,1,2,moderate flares,0
1546,C,S,O,1,2,3,2,2,1,2,moderate flares,0
1547,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1548,H,S,X,1,2,1,1,1,1,2,moderate flares,0
1549,C,S,O,1,3,1,1,2,1,2,moderate flares,0
1550,C,S,O,1,3,1,1,2,1,2,moderate flares,0
1551,H,A,X,1,3,1,1,1,1,2,moderate flares,0
1552,B,X,O,2,1,1,1,2,1,1,moderate flares,0
1553,H,R,X,1,2,1,1,1,1,2,moderate flares,0
1554,C,S,O,2,2,1,2,2,1,2,moderate flares,10
1555,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1556,H,S,X,2,2,3,1,2,1,2,moderate flares,0
1557,C,S,O,1,2,1,1,2,1,2,moderate flares,0
1558,C,A,I,1,3,1,1,2,1,2,moderate flares,0
1559,E,S,I,1,3,1,1,2,1,2,moderate flares,20
1560,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1561,D,S,O,1,2,1,1,2,1,2,moderate flares,0
1562,C,S,O,1,1,1,2,2,1,2,moderate flares,0
1563,C,S,O,1,2,1,1,2,1,2,moderate flares,0
1564,H,S,X,1,1,1,1,2,1,2,moderate flares,0
1565,C,S,O,1,2,1,1,2,1,2,moderate flares,0
1566,C,S,I,2,2,1,1,2,1,2,moderate flares,0
1567,D,S,O,1,2,1,2,2,1,2,moderate flares,40
1568,D,S,O,1,3,1,1,2,1,2,moderate flares,0
1569,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1570,C,A,O,1,3,1,1,2,1,2,moderate flares,0
1571,C,S,O,1,3,1,1,2,1,2,moderate flares,0
1572,C,R,I,1,3,1,1,2,1,2,moderate flares,0
1573,B,X,O,1,2,3,2,2,1,2,moderate flares,0
1574,B,X,I,2,3,1,1,2,1,2,moderate flares,0
1575,D,H,O,1,2,1,1,2,1,2,moderate flares,0
1576,H,S,X,1,1,1,1,2,1,2,moderate flares,0
1577,H,R,X,1,2,1,1,2,1,2,moderate flares,0
1578,H,A,X,1,2,1,1,2,1,2,moderate flares,0
1579,C,R,I,1,2,1,1,2,1,2,moderate flares,0
1580,C,R,O,2,1,1,1,2,1,2,moderate flares,0
1581,D,K,O,1,3,1,1,2,1,2,moderate flares,0
1582,D,R,O,1,2,1,1,2,1,2,moderate flares,0
1583,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1584,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1585,B,X,I,1,3,1,1,2,1,2,moderate flares,0
1586,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1587,C,S,O,1,3,1,1,2,1,2,moderate flares,10
1588,D,A,I,1,3,1,1,2,1,2,moderate flares,0
1589,B,X,O,1,3,1,1,2,1,2,moderate flares,10
1590,B,X,O,1,2,1,1,2,1,2,moderate flares,0
1591,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1592,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1593,D,A,I,1,3,1,1,2,1,2,moderate flares,0
1594,C,H,I,2,3,1,1,2,1,2,moderate flares,0
1595,D,K,O,1,3,1,2,2,1,2,moderate flares,0
1596,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1597,C,K,I,1,3,1,1,2,1,1,moderate flares,0
1598,C,A,O,1,2,1,1,2,1,2,moderate flares,0
1599,D,A,I,1,2,1,1,2,1,2,moderate flares,0
1600,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1601,B,X,I,1,3,1,1,2,1,2,moderate flares,0
1602,B,X,O,1,3,1,1,2,1,2,moderate flares,10
1603,B,X,I,1,2,1,2,2,1,2,moderate flares,0
1604,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1605,C,A,I,1,3,1,2,2,1,2,moderate flares,0
1606,C,H,I,2,2,3,1,2,1,2,moderate flares,10
1607,F,K,I,1,2,1,2,2,1,2,moderate flares,10
1608,C,R,O,1,2,3,1,2,1,2,moderate flares,0
1609,E,A,O,1,2,1,1,2,1,2,moderate flares,0
1610,C,S,O,1,1,1,1,2,1,2,moderate flares,0
1611,D,A,I,1,3,1,2,2,1,2,moderate flares,0
1612,B,X,O,2,3,1,1,2,1,2,moderate flares,10
1613,C,R,O,1,3,1,1,2,1,2,moderate flares,0
1614,D,S,I,1,2,1,2,2,1,2,moderate flares,0
1615,H,A,X,1,3,1,1,1,1,2,moderate flares,0
1616,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1617,C,A,O,1,3,1,2,2,1,2,moderate flares,0
1618,D,H,I,1,3,1,1,2,1,2,moderate flares,0
1619,F,A,I,2,3,1,2,2,1,2,moderate flares,0
1620,E,K,O,1,3,1,1,2,1,2,moderate flares,0
1621,H,S,X,1,3,1,1,2,1,2,moderate flares,0
1622,D,K,C,1,3,1,2,2,1,2,moderate flares,0
1623,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1624,B,X,O,2,2,3,1,2,1,1,moderate flares,0
1625,D,A,I,1,3,1,1,2,1,2,moderate flares,0
1626,C,A,I,1,3,1,2,2,1,2,moderate flares,0
1627,H,R,X,1,2,1,1,1,1,2,moderate flares,0
1628,C,R,O,1,1,1,2,2,1,1,moderate flares,0
1629,D,H,I,2,3,3,2,2,1,2,moderate flares,0
1630,E,K,I,2,2,3,2,2,1,2,moderate flares,10
1631,E,K,I,1,3,1,1,2,1,2,moderate flares,0
1632,C,S,O,1,2,1,1,2,1,2,moderate flares,0
1633,D,K,C,1,3,1,2,2,1,2,moderate flares,0
1634,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1635,B,X,O,2,2,3,1,2,1,1,moderate flares,0
1636,D,S,O,1,3,1,2,2,1,2,moderate flares,0
1637,H,R,X,1,3,1,1,2,1,2,moderate flares,0
1638,H,A,X,1,3,1,2,2,1,2,moderate flares,0
1639,H,R,X,1,2,1,1,1,1,2,moderate flares,0
1640,H,S,X,1,3,1,1,2,1,2,moderate flares,0
1641,C,R,I,1,3,1,1,2,1,2,moderate flares,0
1642,C,H,I,1,2,1,2,2,1,2,moderate flares,0
1643,F,A,I,1,3,1,2,2,1,2,moderate flares,10
1644,E,K,I,2,3,1,2,2,1,2,moderate flares,0
1645,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1646,D,K,C,1,3,1,2,2,1,2,moderate flares,10
1647,D,S,I,1,3,1,2,2,1,2,moderate flares,0
1648,H,A,X,1,3,1,2,2,1,2,moderate flares,10
1649,H,R,X,1,2,1,1,1,1,1,moderate flares,0
1650,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1651,B,X,O,1,3,1,1,2,1,2,moderate flares,0
1652,C,H,O,1,2,1,2,2,1,2,moderate flares,0
1653,F,A,I,2,3,3,2,2,1,2,moderate flares,10
1654,E,K,C,1,3,1,2,2,1,2,moderate flares,10
1655,C,S,O,1,3,1,1,2,1,2,moderate flares,0
1656,D,K,C,2,3,1,2,2,2,2,moderate flares,0
1657,C,S,O,1,2,1,2,2,1,2,moderate flares,0
1658,C,R,O,1,2,1,2,2,1,1,moderate flares,0
1659,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1660,H,R,X,1,3,1,1,2,1,2,moderate flares,0
1661,E,A,I,1,3,1,1,2,1,2,moderate flares,0
1662,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1663,H,S,X,2,3,1,2,2,1,2,moderate flares,0
1664,E,A,I,2,2,3,2,2,1,2,moderate flares,0
1665,E,K,I,1,2,1,2,2,1,2,moderate flares,0
1666,H,S,X,1,3,1,1,2,1,2,moderate flares,0
1667,D,K,C,2,3,3,2,2,2,2,moderate flares,20
1668,C,S,I,1,2,1,2,2,1,1,moderate flares,0
1669,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1670,E,A,I,1,3,1,2,2,1,2,moderate flares,0
1671,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1672,H,K,X,1,2,1,2,2,1,2,moderate flares,0
1673,F,K,I,1,3,3,2,2,2,2,moderate flares,0
1674,E,A,I,2,2,3,2,2,1,2,moderate flares,10
1675,H,H,X,1,3,1,1,2,1,2,moderate flares,0
1676,D,K,C,2,2,1,2,2,2,2,moderate flares,0
1677,C,A,O,1,3,1,2,2,1,2,moderate flares,0
1678,E,K,I,1,3,1,1,2,1,2,moderate flares,0
1679,H,S,X,1,2,1,2,2,1,2,moderate flares,0
1680,F,S,O,1,2,1,2,2,1,2,moderate flares,0
1681,E,A,I,2,2,1,2,2,1,2,moderate flares,0
1682,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1683,D,K,C,2,2,3,2,2,2,2,moderate flares,20
1684,H,S,X,1,1,1,2,2,1,2,moderate flares,0
1685,E,S,I,1,3,1,1,2,1,2,moderate flares,0
1686,H,S,X,1,2,1,2,2,1,2,moderate flares,0
1687,F,S,O,1,2,1,2,2,1,2,moderate flares,0
1688,E,S,O,2,2,3,2,2,1,2,moderate flares,10
1689,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1690,D,K,C,2,2,1,2,2,2,2,moderate flares,10
1691,H,S,X,1,2,1,2,2,1,2,moderate flares,0
1692,C,S,O,1,2,1,2,2,1,2,moderate flares,0
1693,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1694,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1695,H,S,X,1,3,1,1,1,1,2,moderate flares,0
1696,H,S,X,1,2,1,2,2,1,2,moderate flares,0
1697,E,A,O,2,3,1,2,2,1,2,moderate flares,0
1698,H,S,X,1,3,1,1,2,1,2,moderate flares,0
1699,D,K,C,2,2,3,2,2,2,2,moderate flares,0
1700,H,S,X,1,3,1,2,2,1,2,moderate flares,0
1701,C,A,O,1,2,1,2,2,1,2,moderate flares,0
1702,D,A,O,1,3,1,1,2,1,2,moderate flares,0
1703,D,S,O,1,3,1,1,2,1,2,moderate flares,0
1704,C,S,O,1,1,3,2,2,1,2,moderate flares,0
1705,H,S,X,1,2,1,1,2,1,2,moderate flares,0
1706,D,K,C,2,3,3,2,2,2,2,moderate flares,0
1707,C,R,O,1,2,1,2,2,1,2,moderate flares,0
1708,D,R,O,1,3,1,1,2,1,2,moderate flares,0
1709,E,A,O,1,3,1,1,2,1,2,moderate flares,0
1710,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1711,E,K,C,1,3,1,1,2,2,2,moderate flares,20
1712,H,A,X,1,3,1,1,1,1,1,moderate flares,0
1713,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1714,C,S,O,1,3,1,1,2,1,1,moderate flares,0
1715,H,R,X,1,2,1,1,1,1,1,moderate flares,0
1716,H,S,X,1,1,1,1,2,1,1,moderate flares,0
1717,C,A,O,1,2,1,1,2,1,1,moderate flares,0
1718,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1719,C,A,O,1,3,1,1,2,1,1,moderate flares,0
1720,C,A,O,1,2,1,1,2,1,1,moderate flares,0
1721,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1722,C,A,O,1,2,1,1,2,1,1,moderate flares,0
1723,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1724,B,X,I,1,2,1,1,2,1,1,moderate flares,0
1725,C,S,O,2,2,1,1,2,1,1,moderate flares,0
1726,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1727,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1728,D,R,I,1,3,1,1,2,1,1,moderate flares,0
1729,H,S,X,1,3,1,1,2,1,1,moderate flares,0
1730,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1731,B,X,O,1,2,1,2,2,1,1,moderate flares,0
1732,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1733,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1734,B,X,O,2,2,1,2,2,1,1,moderate flares,0
1735,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1736,B,X,O,1,2,1,2,2,1,1,moderate flares,0
1737,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1738,D,A,I,2,3,1,1,2,1,1,moderate flares,0
1739,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1740,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1741,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1742,B,X,O,1,1,1,2,2,1,1,moderate flares,0
1743,B,X,O,1,1,1,1,2,1,1,moderate flares,0
1744,C,R,I,2,1,1,2,2,1,1,moderate flares,0
1745,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1746,D,R,I,1,3,1,2,2,1,1,moderate flares,0
1747,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1748,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1749,E,A,C,1,3,1,1,2,1,1,moderate flares,10
1750,H,A,X,1,2,1,1,1,1,1,moderate flares,0
1751,B,X,O,1,2,1,2,2,1,1,moderate flares,0
1752,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1753,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1754,D,K,I,2,3,1,2,2,1,1,moderate flares,0
1755,E,A,I,2,2,1,1,2,1,1,moderate flares,0
1756,D,A,I,1,3,1,2,2,1,1,moderate flares,0
1757,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1758,H,R,X,1,2,1,1,2,1,1,moderate flares,0
1759,C,R,O,1,2,1,1,2,1,1,moderate flares,0
1760,D,A,O,2,3,3,2,2,1,1,moderate flares,0
1761,E,S,O,2,3,1,2,2,1,1,moderate flares,0
1762,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1763,E,S,I,2,3,1,2,2,1,1,moderate flares,0
1764,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1765,D,A,I,2,3,1,2,2,1,1,moderate flares,0
1766,E,A,I,2,3,1,2,2,1,1,moderate flares,40
1767,H,S,X,1,3,1,1,1,1,1,moderate flares,0
1768,D,A,O,1,3,1,1,2,1,1,moderate flares,0
1769,D,R,O,1,3,1,1,2,1,1,moderate flares,10
1770,D,S,O,1,3,1,2,2,1,1,moderate flares,0
1771,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1772,D,A,I,2,2,1,2,2,1,1,moderate flares,0
1773,E,A,I,2,3,3,2,2,1,1,moderate flares,0
1774,H,S,X,1,1,1,1,1,1,1,moderate flares,0
1775,D,S,I,2,3,1,1,2,1,1,moderate flares,0
1776,D,S,O,2,3,2,1,2,1,1,moderate flares,0
1777,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1778,D,S,O,1,3,1,2,2,1,1,moderate flares,0
1779,D,S,O,1,3,1,1,2,1,1,moderate flares,0
1780,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1781,E,K,C,2,3,3,2,2,2,1,moderate flares,0
1782,H,R,X,1,3,1,1,1,1,1,moderate flares,0
1783,D,A,O,1,2,1,2,2,1,1,moderate flares,0
1784,C,S,I,1,3,1,1,2,1,1,moderate flares,0
1785,C,S,O,1,2,1,1,2,1,1,moderate flares,0
1786,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1787,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1788,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1789,D,A,I,1,3,1,1,2,1,1,moderate flares,0
1790,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1791,F,K,C,2,3,1,2,2,2,1,moderate flares,0
1792,D,A,I,1,3,1,2,2,1,1,moderate flares,0
1793,C,R,O,1,2,1,1,2,1,1,moderate flares,0
1794,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1795,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1796,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1797,H,A,X,1,2,1,2,2,1,1,moderate flares,0
1798,D,A,O,1,3,1,2,2,1,1,moderate flares,0
1799,F,K,C,2,2,1,2,2,1,1,moderate flares,0
1800,D,S,I,2,2,1,2,2,1,1,moderate flares,0
1801,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1802,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1803,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1804,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1805,D,S,O,1,2,1,1,2,1,1,moderate flares,0
1806,H,R,X,1,2,1,2,2,1,1,moderate flares,0
1807,H,A,X,1,2,1,2,2,1,1,moderate flares,0
1808,C,S,O,1,2,1,2,2,1,1,moderate flares,0
1809,F,A,I,1,2,1,2,2,2,1,moderate flares,0
1810,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1811,C,R,O,1,2,1,1,2,1,1,moderate flares,0
1812,D,A,C,2,3,1,1,2,1,1,moderate flares,0
1813,B,X,O,1,1,1,1,2,1,1,moderate flares,0
1814,E,A,I,2,3,1,1,2,1,1,moderate flares,0
1815,H,A,X,1,2,1,2,2,1,1,moderate flares,0
1816,C,S,O,1,3,1,2,2,1,1,moderate flares,0
1817,F,A,C,2,3,1,2,2,2,1,moderate flares,0
1818,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1819,D,A,I,2,3,1,2,2,1,1,moderate flares,0
1820,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1821,E,A,I,2,3,1,2,2,1,1,moderate flares,0
1822,D,S,O,2,3,1,2,2,1,1,moderate flares,0
1823,F,A,I,2,2,1,2,2,1,1,moderate flares,0
1824,H,S,X,1,1,1,2,2,1,1,moderate flares,0
1825,D,A,I,2,2,1,2,2,1,1,moderate flares,0
1826,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1827,E,S,I,2,2,1,2,2,1,1,moderate flares,0
1828,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1829,F,A,C,2,2,1,2,2,1,1,moderate flares,0
1830,H,S,X,1,2,1,2,2,1,1,moderate flares,0
1831,E,A,O,1,2,1,2,2,1,1,moderate flares,0
1832,E,A,I,1,2,1,2,2,1,1,moderate flares,0
1833,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1834,C,S,O,1,3,1,1,2,1,1,moderate flares,0
1835,H,S,X,1,2,1,2,2,1,1,moderate flares,0
1836,F,A,I,2,2,1,2,2,1,1,moderate flares,0
1837,E,A,O,1,2,1,2,2,1,1,moderate flares,0
1838,E,S,I,1,2,1,2,2,1,1,moderate flares,0
1839,E,A,O,1,3,1,1,2,1,1,moderate flares,0
1840,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1841,E,S,O,1,1,1,2,2,1,1,moderate flares,0
1842,E,S,I,2,3,1,2,2,1,1,moderate flares,0
1843,C,S,O,2,2,1,1,2,1,1,moderate flares,0
1844,E,S,O,1,2,1,1,2,1,1,moderate flares,0
1845,E,A,I,1,2,1,2,2,1,1,moderate flares,0
1846,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1847,E,A,O,1,3,1,1,2,1,1,moderate flares,0
1848,H,H,X,1,2,1,1,1,1,1,moderate flares,0
1849,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1850,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1851,E,S,I,1,2,1,2,2,1,1,moderate flares,0
1852,C,S,O,2,3,1,1,2,1,1,moderate flares,0
1853,E,S,O,1,3,1,1,2,1,1,moderate flares,0
1854,H,H,X,1,3,1,1,1,1,1,moderate flares,0
1855,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1856,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1857,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1858,C,R,O,1,2,1,1,2,1,1,moderate flares,0
1859,D,R,O,1,2,1,1,2,1,1,moderate flares,0
1860,E,S,O,1,2,1,2,2,1,1,moderate flares,0
1861,C,S,O,2,2,1,1,2,1,1,moderate flares,0
1862,E,S,O,1,3,1,1,2,1,1,moderate flares,0
1863,C,H,O,1,3,1,1,2,1,1,moderate flares,0
1864,B,X,O,1,1,1,1,2,1,1,moderate flares,0
1865,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1866,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1867,E,R,C,2,3,1,1,2,1,1,moderate flares,0
1868,D,R,I,1,3,1,1,2,1,1,moderate flares,0
1869,H,S,X,1,1,1,2,2,1,1,moderate flares,0
1870,C,S,O,1,2,1,1,2,1,1,moderate flares,0
1871,E,S,O,1,2,1,1,2,1,1,moderate flares,0
1872,C,K,O,1,2,1,1,2,1,1,moderate flares,0
1873,H,S,X,2,2,1,1,1,1,1,moderate flares,0
1874,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1875,E,K,C,1,3,1,2,2,1,1,moderate flares,10
1876,E,A,I,1,3,1,2,2,1,1,moderate flares,0
1877,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1878,H,R,X,1,1,1,2,2,1,1,moderate flares,0
1879,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1880,E,S,O,1,2,1,1,2,1,1,moderate flares,0
1881,C,S,O,1,3,1,1,2,1,1,moderate flares,0
1882,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1883,E,K,C,1,3,1,2,2,2,1,moderate flares,10
1884,E,R,O,1,3,1,2,2,2,1,moderate flares,0
1885,H,S,X,1,3,1,1,1,1,1,moderate flares,0
1886,H,S,X,1,1,1,1,2,1,1,moderate flares,0
1887,D,S,O,2,2,1,1,2,1,1,moderate flares,0
1888,C,S,O,2,1,1,1,2,1,1,moderate flares,0
1889,H,S,X,1,1,1,1,1,1,1,moderate flares,0
1890,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1891,E,A,C,2,1,3,2,2,1,1,moderate flares,0
1892,E,A,O,1,1,1,2,2,1,1,moderate flares,0
1893,H,R,X,1,3,1,1,2,1,1,moderate flares,0
1894,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1895,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1896,H,S,X,1,3,1,1,2,1,1,moderate flares,0
1897,H,S,X,1,3,1,1,2,1,1,moderate flares,0
1898,H,H,X,1,3,1,1,2,1,1,moderate flares,0
1899,H,S,X,1,3,1,1,1,1,1,moderate flares,0
1900,F,K,C,2,3,3,2,2,2,1,moderate flares,0
1901,E,A,O,2,2,1,2,2,1,1,moderate flares,0
1902,D,S,O,1,3,1,1,2,1,1,moderate flares,0
1903,H,S,X,1,3,1,1,1,1,1,moderate flares,0
1904,C,S,O,1,3,1,1,2,1,1,moderate flares,0
1905,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1906,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1907,C,H,O,1,3,1,1,2,1,1,moderate flares,0
1908,B,X,O,1,1,1,1,2,1,1,moderate flares,0
1909,F,K,C,2,3,1,2,2,2,1,moderate flares,0
1910,E,A,O,2,2,1,2,2,1,1,moderate flares,0
1911,D,S,I,1,3,1,1,2,1,1,moderate flares,0
1912,H,S,X,1,3,1,1,1,1,1,moderate flares,0
1913,C,R,I,1,3,1,1,2,1,1,moderate flares,0
1914,D,A,O,1,3,1,1,2,1,1,moderate flares,0
